Statename,CourseofStudy,ClassOfGrade,Date of Graduation,MaritalStatus,Gender,DateOfBirth,College,DeptmentCode
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-01-22,COLANIM,ANN
Ogun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2000-07-22,COLBIOS,PAZ
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-05-25,COLFHEC,FST
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1999-12-09,COLFHEC,HTM
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2003-03-29,COLBIOS,BCH
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-04-05,COLFHEC,NUD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-05-30,COLANIM,ABG
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-04-29,COLBIOS,MCB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-16,COLAMRUD,AERD
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2002-11-22,COLFHEC,NUD
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2002-03-26,COLFHEC,FST
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Upper,NA,S,F,1999-12-23,COLENG,ABE
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,1999-03-08,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-01-28,COLANIM,APH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2003-01-23,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-10-25,COLANIM,APH
Osun State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2004-06-20,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-02-16,COLAMRUD,AEFM
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2000-07-23,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-08-15,COLANIM,APH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-02-17,COLANIM,ANP
Delta State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-03-14,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-09-30,COLANIM,ANN
Ondo State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Upper,NA,S,M,2000-08-14,COLFHEC,HSM
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,M,2004-04-23,COLBIOS,MCB
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-10-23,COLANIM,ABG
Oyo State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,F,2001-06-01,COLPHYS,CHM
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-06-02,COLBIOS,MCB
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-03-20,COLBIOS,MCB
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2000-04-18,COLFHEC,NUD
Delta State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1997-05-05,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-07-22,COLAMRUD,AEFM
Ogun State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2000-11-08,COLPHYS,CHM
Osun State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2001-01-25,COLPHYS,CHM
Lagos State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Upper,NA,S,F,2002-05-03,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-05-30,COLAMRUD,AEFM
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2002-01-01,COLBIOS,BCH
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-10-18,COLFHEC,HSM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-03-23,COLANIM,ANP
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,2000-07-20,COLERM,FWM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-07-11,COLANIM,ANP
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2003-09-29,COLBIOS,BCH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-08-30,COLANIM,PRM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-08-12,COLANIM,APH
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,M,2003-03-15,COLPHYS,CSC
Enugu State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1998-08-20,COLFHEC,HSM
Oyo State,HOME SCIENCE AND MANAGEMENT(EXTENSION & RURAL DEVELOPMENT)/B.Sc.,Second Class Upper,NA,S,F,2001-04-05,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-03-26,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-03-29,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-07-17,COLPLANT,HRT
Ekiti State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,M,2002-03-28,COLBIOS,MCB
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,M,1997-09-05,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1999-10-09,COLAMRUD,AEFM
Oyo State,MATHEMATICS/B.Sc.,Second Class Upper,NA,S,F,2002-11-20,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-08-27,COLPLANT,HRT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-02-03,COLPLANT,PPCP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-08-22,COLANIM,APH
Lagos State,STATISTICS/B.Sc.,Second Class Upper,NA,S,M,2004-04-20,COLPHYS,STS
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Upper,NA,S,M,1994-01-16,COLERM,AQFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-12-02,COLAMRUD,AERD
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,M,2000-01-31,COLERM,FWM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-04,COLPLANT,PPCP
Ondo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,F,1998-09-20,COLERM,EMT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-11-08,COLPLANT,PPCP
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,M,2001-10-28,COLERM,WMA
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,M,1997-06-28,COLERM,EMT
Oyo State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,M,2002-10-21,COLBIOS,PAZ
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2002-09-05,COLFHEC,NUD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-10-27,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-06-23,COLANIM,ABG
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-03-01,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-05-29,COLANIM,APH
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1995-04-10,COLAMRUD,AERD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1999-10-13,COLANIM,ANP
Ogun State,VETERINARY MEDICINE/DVM,Second Class Upper,NA,S,F,1998-12-15,COLVET,VET
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1996-02-17,COLPLANT,SSLM
Ogun State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,1998-08-21,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-02-01,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1996-10-24,COLAMRUD,AEFM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2002-12-24,COLFHEC,NUD
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1998-12-02,COLBIOS,MCB
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,2001-05-30,COLERM,FWM
Lagos State,VETERINARY MEDICINE/DVM,Second Class Upper,NA,S,F,1999-02-23,COLVET,VET
Ogun State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Upper,NA,S,F,2002-11-06,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1999-12-13,COLANIM,ABG
Lagos State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,2001-01-06,COLPHYS,PHS
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,1999-07-07,COLFHEC,FST
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-06-22,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-10-31,COLAMRUD,AERD
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-11-06,COLFHEC,NUD
Oyo State,ZOOLOGY/B.SC.,Second Class Upper,NA,S,F,2001-05-12,COLBIOS,PAZ
Lagos State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,M,2002-11-26,COLERM,WMA
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,M,2001-02-15,COLFHEC,FST
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-03-30,COLBIOS,MCB
Ogun State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Upper,NA,S,F,2000-12-21,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-09-11,COLANIM,APH
Ogun State,MATHEMATICS/B.Sc.,Second Class Upper,NA,S,M,1999-06-15,COLPHYS,MTS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-10-12,COLANIM,ANN
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1996-10-03,COLANIM,ABG
Ondo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1996-03-10,COLERM,FWM
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,1999-09-24,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-03-29,COLAMRUD,AERD
Ogun State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1998-02-16,COLENG,MCE
Oyo State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1998-08-13,COLENG,CVE
Ogun State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1998-09-08,COLENG,CVE
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,F,2003-06-04,COLPHYS,CSC
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1998-05-22,COLBIOS,MCB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-07-29,COLPLANT,PPCP
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,1996-07-24,COLBIOS,BCH
Ogun State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,2003-01-23,COLPHYS,CHM
Ondo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2000-08-08,COLFHEC,HSM
Oyo State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2000-01-07,COLENG,ELE
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,2002-06-20,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-05-22,COLPLANT,CPT
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,2000-05-17,COLBIOS,BCH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1995-05-01,COLANIM,ABG
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,M,2002-06-21,COLFHEC,NUD
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,M,1998-05-02,COLERM,EMT
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,M,2001-10-29,COLERM,FWM
Osun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,F,2001-05-25,COLERM,WMA
Oyo State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,2000-11-25,COLPHYS,PHS
Ondo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-01-26,COLBIOS,MCB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-08-06,COLAMRUD,AGAD
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,F,2000-01-04,COLERM,EMT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-04-09,COLANIM,ABG
Osun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1998-01-01,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-05-21,COLAMRUD,AEFM
Oyo State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,M,1999-02-20,COLERM,EMT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-04-02,COLANIM,ABG
Lagos State,PHYSICS/B.Sc.,Second Class Upper,NA,S,F,1999-09-19,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-04-29,COLANIM,PRM
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-07-09,COLBIOS,MCB
Ogun State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1997-04-21,COLFHEC,HSM
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2002-09-17,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-06-25,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-01-29,COLANIM,PRM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-01-26,COLAMRUD,AGAD
Ogun State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,2001-05-21,COLPHYS,PHS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-08-24,COLAMRUD,AGAD
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2001-06-21,COLFHEC,HSM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-06-22,COLPLANT,HRT
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,1999-11-30,COLFHEC,NUD
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-01-21,COLAMRUD,AEFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1997-07-02,COLAMRUD,AERD
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,F,2004-02-25,COLPHYS,CSC
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-01-26,COLAMRUD,AEFM
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-03-05,COLAMRUD,AERD
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2000-07-07,COLFHEC,NUD
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,M,2003-08-12,COLBIOS,BCH
Edo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-06-15,COLANIM,ANN
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-06-13,COLBIOS,MCB
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,2000-03-16,COLFHEC,HTM
Ogun State,VETERINARY MEDICINE/DVM,Second Class Upper,NA,S,M,2002-08-28,COLVET,VET
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2002-08-30,COLFHEC,NUD
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1995-03-17,COLFHEC,HSM
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-04-13,COLBIOS,MCB
Ogun State,CHEMISTRY/B.Sc.,Second Class Upper,NA,S,M,1997-03-11,COLPHYS,CHM
Lagos State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Upper,NA,S,M,1999-12-22,COLERM,WMA
Oyo State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2002-09-06,COLENG,ELE
Osun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-07-08,COLPLANT,SSLM
Lagos State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1994-09-09,COLENG,ELE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-06-13,COLANIM,APH
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Upper,NA,S,M,1998-07-28,COLERM,EMT
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-11-05,COLBIOS,MCB
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1997-03-13,COLFHEC,HTM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2002-05-16,COLAMRUD,AGAD
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1997-12-06,COLFHEC,HTM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-04-04,COLAMRUD,AEFM
Oyo State,PHYSICS/B.Sc.,Second Class Upper,NA,S,M,1997-03-22,COLPHYS,PHS
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1997-06-10,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-10-15,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1998-09-07,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1994-04-11,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-06-30,COLANIM,APH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-07-17,COLPLANT,CPT
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,M,2001-07-16,COLFHEC,HTM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1994-11-25,COLANIM,ANP
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-11-09,COLAMRUD,AEFM
Oyo State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2000-04-12,COLBIOS,PAB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1997-08-05,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-01-05,COLANIM,ANN
Ondo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2001-04-18,COLFHEC,HSM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-11-15,COLFHEC,NUD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-03-15,COLAMRUD,AGAD
Oyo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,M,2002-07-07,COLBIOS,MCB
Lagos State,MECHATRONICS ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2000-08-25,COLENG,MTE
Imo State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2000-05-31,COLBIOS,MCB
Lagos State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2003-03-29,COLFHEC,NUD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1999-09-26,COLANIM,ANN
Ondo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,2003-05-06,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2001-07-29,COLAMRUD,AEFM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Upper,NA,S,F,2001-10-17,COLFHEC,NUD
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2001-01-27,COLBIOS,BCH
Lagos State,BOTANY/B.SC.,Second Class Upper,NA,S,F,2000-05-03,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2000-08-04,COLPLANT,PBST
Lagos State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,2003-10-04,COLFHEC,HSM
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,1998-02-02,COLBIOS,MCB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-07-10,COLAMRUD,AERD
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1995-03-31,COLERM,FWM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2001-02-25,COLANIM,ABG
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,1999-04-13,COLBIOS,BCH
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2002-10-10,COLBIOS,BCH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,1998-04-09,COLAMRUD,AERD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,2002-07-26,COLANIM,ANN
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1999-10-16,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,F,2000-03-16,COLANIM,ANN
Lagos State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,F,2001-09-13,COLBIOS,MCB
Ekiti State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1998-10-21,COLERM,FWM
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Upper,NA,S,M,1998-05-21,COLPHYS,CSC
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,2001-04-21,COLERM,FWM
Lagos State,BOTANY/B.SC.,Second Class Upper,NA,S,M,2001-10-23,COLBIOS,PAB
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2000-06-09,COLBIOS,BCH
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,2002-07-22,COLENG,CVE
Lagos State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Upper,NA,S,F,1999-04-30,COLERM,FWM
Lagos State,STATISTICS/B.Sc.,Second Class Upper,NA,S,M,2001-06-27,COLPHYS,STS
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Upper,NA,S,F,1997-12-26,COLFHEC,FST
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Upper,NA,S,M,1998-03-24,COLENG,CVE
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Upper,NA,S,F,2001-03-27,COLBIOS,BCH
Oyo State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Upper,NA,S,F,1998-11-12,COLFHEC,HSM
Ogun State,MICROBIOLOGY/B.Sc.,Second Class Upper,NA,S,M,2004-03-16,COLBIOS,MCB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Upper,NA,S,M,1999-04-19,COLANIM,APH
Kwara State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1999-03-26,COLFHEC,HTM
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Upper,NA,S,F,1997-05-16,COLFHEC,HTM
